46,2
25,29
29,29
23,36
25,42
36,40
30,41
25,47
32,28
32,25
34,29
34,28
36,36
37,33
38,25
38,33
33,30
32,32
19,23
23,28
23,18
24,27
28,28
24,21
16,40
9,53
14,58
20,61
15,63
6,61
13,62
8,34
4,28
3,40
1,41
5,40
5,45
17,52
10,49
9,48
10,48
12,50
11,52
17,54
3,55
5,54
0,63
4,0
58,60
58,63
12,1
3,2
56,60
62,62
61,4
63,2
1,56
54,9
59,9
55,9
61,12
59,5
56,10
1,63
0,4
59,13
2,13
4,51
5,48
61,62
61,63
1,61
2,59
9,57
2,2
51,43
60,37
18,43
16,44
59,50
59,50
53,52
47,12
53,31
52,31
33,7
32,10
32,13
33,12
33,14
27,13
26,14
31,8
34,13
31,11
39,20
23,18
27,25
35,21
44,28
44,25
48,1
43,2
56,4
57,7
55,0
53,0
45,57
42,52
44,38
44,39
41,41
43,40
44,45
45,42
43,51
42,47
39,50
39,55
43,46
41,46
39,45
39,42
34,42
35,44
52,47
55,52
48,52
47,52
53,52
46,53
53,55
59,53
49,47
50,47
58,41
49,60
48,61
47,59
45,60
46,0
43,63
42,4
33,55
53,14
52,17
56,9
55,10
53,8
40,60
45,58
38,50
35,52
56,40
56,39
55,31
51,29
56,35
58,31
63,37
60,39
25,3
22,1
25,58
32,52
59,25
10,29
6,31
20,28
21,25
29,30
32,30
61,13
63,12
13,1
9,46
14,44
2,30
63,36
61,37
5,50
4,48
60,38
47,62
51,61
51,62
50,58
55,63
56,0
0,9
40,15
39,16
34,1
34,4
41,0
41,60
45,2
34,6
37,2
20,13
23,8
19,6
20,4
21,6
35,56
32,53
8,43
10,39
9,57
7,54
9,57
9,10
10,9
7,13
57,11
56,11
0,15
57,16
57,14
12,59
12,59
7,63
5,63
1,63
1,56
5,16
6,13
1,13
4,11
6,10
5,10
4,2
14,54
10,53
0,62
0,62
1,0
2,63
27,61
27,60
11,13
10,12
20,9
21,10
35,24
36,22
30,23
27,23
12,13
33,16
34,11
16,8
6,10
50,15
55,12
55,18
44,8
41,5
40,18
15,62
12,61
20,0
18,2
23,59
6,55
7,48
5,39
1,36
48,63
46,60
52,60
55,63
26,8
26,11
22,8
22,5
29,2
33,1
11,10
11,5
21,10
19,10
19,62
17,62
22,0
17,61
21,63
21,59
16,28
13,33
8,32
11,32
14,28
9,29
7,28
6,28
44,63
34,23
31,27
34,16
26,17
5,62
10,63
4,3
12,5
9,18
7,19
8,13
8,13
3,24
10,24
7,25
12,31
1,30
4,26
8,24
6,20
3,19
13,28
16,28
20,29
13,32
14,29
59,21
63,23
62,22
59,18
1,21
63,14
55,42
56,40
48,35
50,37
53,43
45,31
50,30
58,41
60,43
12,27
13,29
61,25
0,25
1,24
7,27
5,29
5,27
4,26
56,39
54,37
53,35
57,32
54,28
52,28
61,36
1,35
0,29
10,37
9,36
11,39
14,44
19,38
18,35
18,31
16,32
10,37
14,42
59,35
51,25
49,24
50,24
0,41
0,43
3,44
4,41
63,40
59,57
61,53
1,51
40,41
46,43
39,34
44,28
44,30
7,17
7,17
58,18
58,22
61,25
62,24
57,10
55,17
58,15
57,15
58,16
51,30
52,28
57,24
58,29
1,20
62,34
52,30
54,61
62,4
56,0
57,7
1,61
56,59
54,62
63,58
62,61
51,62
52,4
40,62
40,4
49,8
47,4
48,15
44,11
52,59
49,62
56,29
60,22
19,15
16,11
20,14
9,11
22,21
19,8
21,8
24,18
17,10
9,20
1,29
63,31
1,38
0,38
63,40
1,36
61,34
63,37
63,35
53,31
6,28
13,33
11,33
62,36
1,39
54,12
59,11
62,21
54,20
61,4
2,10
9,18
6,22
5,18
19,32
18,33
13,27
21,29
13,38
14,39
19,28
17,40
19,28
16,36
14,40
16,38
16,34
16,35
14,30
11,28
11,30
9,31
7,28
10,27
25,45
21,44
19,32
23,31
18,38
24,37
22,44
22,42
22,39
16,42
12,44
8,48
6,47
4,48
8,40
7,42
10,47
7,44
29,21
32,25
32,17
35,21
24,30
28,31
25,28
14,16
17,23
22,31
11,39
15,42
14,35
12,37
12,32
10,39
15,32
14,25
9,38
13,35
62,41
63,36
1,38
5,41
7,36
4,42
40,36
38,38
33,42
36,41
39,42
42,43
37,43
42,45
23,39
21,40
20,36
17,31
19,33
26,15
26,17
21,27
21,25
22,25
17,23
23,23
25,24
29,7
27,7
30,36
34,44
32,45
34,45
17,41
19,39
16,42
29,38
31,39
27,35
26,34
18,54
35,41
38,45
32,45
34,42
22,41
23,31
15,41
20,41
26,37
23,32
39,18
24,11
30,13
28,16
26,18
19,17
36,17
37,17
25,21
26,23
7,41
9,38
7,38
7,33
5,34
5,29
6,30
11,36
6,35
8,36
63,36
58,33
40,59
40,61
27,3
29,2
18,3
23,63
21,62
24,0
25,14
25,15
23,16
19,15
21,2
28,12
26,10
26,11
27,8
22,6
18,10
22,5
25,7
43,40
34,43
32,39
33,41
27,37
39,44
35,41
44,31
47,40
44,39
59,38
37,39
31,41
19,39
24,40
13,34
14,32
33,44
28,46
8,34
12,36
14,42
18,61
16,61
26,59
30,60
26,59
27,56
24,55
61,11
62,10
13,20
16,19
17,9
12,8
12,9
45,41
41,38
48,2
47,18
48,17
50,18
46,16
44,63
31,47
31,54
33,54
32,54
34,51
34,44
50,0
45,0
32,24
38,18
56,12
58,8
57,12
60,6
42,9
38,55
43,58
55,5
54,9
58,14
56,10
48,17
52,16
47,12
49,14
48,15
58,6
54,15
57,8
54,12
56,13
51,9
35,2
31,7
22,1
29,1
29,11
27,6
40,30
38,29
41,34
39,39
49,21
51,18
49,19
49,18
49,21
46,25
47,22
47,40
50,36
44,23
46,23
48,22
44,27
39,32
36,24
38,20
18,26
20,24
19,41
21,32
16,43
23,35
16,37
13,41
23,20
20,21
18,19
18,17
18,16
17,18
1,34
0,37
0,34
57,34
54,37
60,36
55,35
46,39
48,42
43,41
45,41
45,36
47,38
43,52
43,46
41,19
38,26
46,23
42,32
4,37
3,36
22,18
51,37
57,29
16,6
38,62
24,46
7,60
25,35
25,46
