"V3","V4","V102","V103","V104","V105"
82,6,2.555016,3.677415,3.392091,-2.468294
82,6,4.399007,2.80024,3.087853,-1.773717
113,19,4.57454,2.506732,2.663869,-1.399973
63,127,3.504361,4.349654,3.084474,-1.496469
63,127,5.26535,1.939558,1.494626,-0.183013
90,10,2.959162,5.56757,3.004457,-1.137106
90,10,4.373593,3.948961,1.141254,0.633612
90,10,2.759653,5.079393,3.097565,-1.512807
89,3,1.538463,5.490989,1.993036,-0.739775
123,19,2.897155,2.797051,3.376694,-2.677463
124,21,2.367815,3.013152,2.35216,-1.781325
103,66,1.231654,3.399297,0.308315,-0.045572
103,66,1.951833,3.350057,1.682943,-1.1445
93,17,3.340121,4.068769,2.631597,-1.228049
93,17,3.358347,4.897597,2.483075,-0.730114
93,17,2.885892,5.109438,3.009856,-1.361949
93,17,4.259252,4.400719,3.792463,-1.874669
68,111,4.707671,3.219337,2.508748,-0.895813
68,111,3.188335,2.393258,1.379429,-0.729341
68,111,1.50531,1.285524,0.526682,-1.022521
24,57,2.974336,3.224117,-0.32117,1.223877
41,92,2.894017,3.116188,-1.077655,1.901412
41,92,2.894017,3.116188,-1.077655,1.901412
41,92,3.699941,2.387705,-1.162937,2.015849
41,92,6.596306,3.596095,-0.863853,3.399206
41,92,3.915818,3.041874,-0.408426,1.619913
88,15,3.003765,4.52028,2.662444,-1.209819
88,15,3.805963,3.979005,3.559875,-2.001378
93,21,2.913386,2.906402,1.528578,-0.779106
21,0,3.466038,3.917138,-1.244607,2.631744
21,0,3.779138,4.443274,-0.63245,2.365342
63,56,3.821387,3.722051,-0.548032,2.001895
63,56,3.440428,5.898437,-2.625642,4.818056
63,56,3.410718,3.170394,-0.696196,1.7543
51,24,4.332652,5.329723,-2.570531,4.893193
51,24,3.387011,3.062803,-1.690217,2.692605
51,24,3.359017,3.274167,-3.056716,4.13375
116,29,3.482294,2.297936,1.877731,-1.146845
116,29,2.18646,3.477266,1.254101,-0.5671
32,81,3.337305,5.356099,-2.221433,4.148689
32,81,1.927455,4.433181,-0.590028,1.563304
91,76,3.056164,3.976075,2.349495,-1.100926
91,76,4.673419,3.378082,2.557717,-0.893757
91,76,2.829745,3.730261,2.489827,-1.434752
109,70,2.937917,3.959073,2.308213,-1.114632
109,70,4.776532,2.276712,1.583028,-0.333328
109,70,3.624807,3.184255,2.071358,-0.916158
120,48,4.337848,3.506371,2.342993,-0.763452
120,48,3.199632,3.930135,2.106799,-0.818126
101,22,4.59649,1.680859,3.623353,-2.689887
107,59,3.15478,2.181807,1.608909,-1.059577
107,59,2.826003,2.821074,1.206011,-0.528366
107,59,2.253482,3.528258,1.623651,-0.887714
89,9,1.917762,1.557836,0.461386,-0.676276
19,51,2.483578,3.084805,-0.466073,1.110631
8,55,3.858974,4.632029,-0.359769,2.204321
8,55,3.663801,5.58989,-0.675041,2.834534
8,55,4.706195,3.881983,-1.240508,3.120783
94,55,2.123637,2.975791,1.484522,-1.029255
94,55,0.590298,3.840591,0.661525,-0.477579
94,55,1.807882,3.211178,0.924269,-0.502507
127,50,2.625403,4.167655,2.046809,-0.894892
127,50,2.75893,3.245002,1.919156,-1.093328
38,18,1.818036,5.742444,0.758436,0.711322
38,18,4.026466,4.225605,-2.356669,4.099281
111,121,1.88049,1.849659,0.249005,-0.359175
111,121,3.50576,1.987718,2.013772,-1.400725
111,121,2.009746,1.945656,0.370339,-0.388003
90,2,3.84902,2.50088,3.512846,-2.54628
90,2,5.675656,1.649198,0.936834,0.422113
1,65,3.530578,4.682112,-0.78632,2.516331
51,71,0.339568,4.088467,-0.844643,1.026514
67,51,4.244641,5.192657,-1.296952,3.528717
67,51,3.302062,3.72069,-1.173053,2.413264
67,51,2.304583,3.308666,-1.269397,1.931628
67,51,3.19604,5.631946,-1.068245,3.052808
60,118,3.70484,3.567132,1.483869,-0.139094
60,118,3.783937,2.691765,1.406961,-0.391213
88,42,1.45621,2.473794,1.733017,-1.757398
88,42,3.285359,2.413959,1.452566,-0.755167
88,42,3.884056,3.426918,2.953733,-1.591963
127,26,3.244013,2.552669,2.337308,-1.598778
122,28,5.111343,3.116177,2.346083,-0.61172
32,97,2.798849,3.386802,-1.494146,2.391045
32,97,4.935197,4.419919,-1.763266,3.959037
119,47,3.301387,3.689138,2.121376,-0.890419
119,47,3.218222,3.035735,2.254809,-1.327882
119,47,3.308324,4.093584,1.985361,-0.585285
6,60,3.544007,4.554538,-0.95968,2.642388
2,51,2.663756,3.455914,-1.651019,2.520888
92,96,2.527662,3.014666,1.379942,-0.743892
88,20,1.426641,4.720054,1.572134,-0.683035
87,23,3.582321,3.316228,3.178031,-1.984609
86,18,3.407279,4.590863,3.121933,-1.474561
60,115,4.552666,1.842088,1.511941,-0.532343
82,4,2.539714,4.795606,2.367289,-0.990206
84,1,4.297269,2.681402,2.202961,-0.980474
107,75,3.844072,2.040766,1.900315,-1.127997
107,75,4.217613,3.796613,2.894166,-1.243268
66,119,3.605949,2.673822,1.741536,-0.804744
66,119,5.795001,3.16345,1.615425,0.418305
66,111,4.196859,2.880658,1.939362,-0.675661
66,111,3.616469,4.260862,3.096184,-1.498861
94,44,3.636605,3.482678,2.24382,-0.961477
94,44,4.350364,3.613206,2.985707,-1.356587
94,44,4.26399,3.97682,2.990821,-1.24724
125,29,4.129836,1.951687,2.749644,-1.895969
64,109,4.272154,2.08603,3.165535,-2.198256
64,109,4.486077,2.852458,2.781397,-1.410264
64,109,4.626476,1.967276,1.745411,-0.682721
126,22,2.688958,3.98843,2.115378,-1.011047
91,74,3.333881,4.043345,2.990374,-1.599187
91,74,3.660904,2.428597,2.624351,-1.765389
72,114,4.511705,2.774408,2.41204,-1.062506
56,8,1.278747,1.176152,-0.34477,-0.29058
51,8,2.194692,3.131467,-1.462665,2.007096
33,98,2.709992,5.580923,-0.867112,2.63305
35,91,2.970141,3.267857,-1.650219,2.567993
88,0,4.118583,3.132485,1.784051,-0.449296
85,59,3.779651,2.534663,2.099316,-1.149687
66,108,4.281186,3.451638,2.485286,-0.950955
60,107,2.767607,4.438296,2.76679,-1.443555
123,29,4.053951,2.098654,2.15634,-1.273694
87,47,3.965948,3.327701,2.624849,-1.270852
73,119,3.146845,3.904233,2.350331,-1.092755
80,1,2.308915,4.930102,2.162544,-0.825377
47,76,4.557957,2.368152,-0.543519,1.739159
57,77,1.871746,4.804467,-1.024452,2.127959
66,71,2.723706,6.382078,-1.210798,3.312333
84,7,2.716218,2.352197,0.63092,-0.19192
84,7,2.87779,3.092857,1.406304,-0.595266
31,11,4.42604,5.579947,-1.464577,3.929878
31,11,4.577568,4.863799,-1.939329,4.171058
99,53,3.205364,3.525924,1.330173,-0.207517
99,47,3.535872,2.869642,1.602493,-0.614645
51,55,3.408456,4.930281,-1.202154,2.98475
90,66,3.13658,3.28957,2.495086,-1.495832
88,14,2.626759,4.939299,2.53612,-1.064757
92,11,4.603458,1.40557,1.966712,-1.146029
81,13,3.338302,4.461247,3.062438,-1.496662
81,13,1.626412,4.97724,1.604543,-0.526075
123,37,4.303394,2.632883,2.665106,-1.459241
125,38,1.753763,2.829192,2.730469,-2.485734
125,38,3.991985,2.362887,3.167087,-2.199627
125,38,2.87246,4.645769,3.308491,-1.856792
120,36,4.398616,2.454435,2.992347,-1.821086
88,116,3.818848,2.714355,1.863277,-0.822905
88,116,3.409653,3.494093,1.492257,-0.297669
94,72,3.942683,2.832917,1.922267,-0.782362
9,29,3.536816,4.103594,-0.362814,1.857187
9,29,2.179548,5.137866,-0.388956,1.755195
9,29,4.344086,3.044232,-2.049185,3.433664
92,44,3.557692,3.056222,2.813094,-1.737596
82,14,2.740442,3.765809,1.171565,-0.139461
82,14,4.877047,-0.033958,0.885176,-0.547211
121,16,4.086482,3.992691,2.145614,-0.468736
125,23,4.72783,3.079662,2.454632,-0.892294
125,23,3.506753,3.357378,2.167937,-0.9903
125,23,4.72783,3.079662,2.454632,-0.892294
74,14,1.172275,4.921093,1.696221,-0.826888
96,93,2.969714,2.139688,0.791042,-0.335717
75,12,1.894262,3.187405,1.022931,-0.574602
75,12,2.171615,6.395101,2.69061,-0.804559
71,123,3.979654,2.10352,1.859226,-1.004392
71,123,4.397501,2.245298,2.237604,-1.153472
88,93,3.724527,3.241434,2.502444,-1.282472
93,12,4.025044,2.601972,3.056932,-1.976919
93,12,3.577781,4.923076,3.405423,-1.550901
55,21,3.306969,4.640755,-1.914098,3.534298
56,124,2.742744,4.123796,1.873358,-0.691211
45,90,3.681376,2.560608,-0.967686,1.884631
99,95,3.652561,4.828372,2.4595,-0.614704
89,5,2.119743,3.336866,1.100016,-0.497881
123,29,2.616959,2.973345,0.838087,-0.18378
117,88,2.645377,2.039754,1.540857,-1.257993
112,43,4.846449,2.362111,2.062888,-0.74763
19,8,3.994358,3.904211,-0.422169,2.021051
100,92,2.586679,4.296261,2.465667,-1.276121
100,92,3.332413,2.754812,2.967051,-2.107933
56,24,3.662451,1.533629,-0.372085,0.85872
84,56,3.094672,4.185072,2.480478,-1.129182
105,47,2.162899,4.877563,2.534819,-1.278042
6,9,4.490721,1.914373,0.660846,0.321451
115,21,2.513649,2.777109,1.958814,-1.426749
31,6,2.936781,3.618238,-1.246,2.294844
77,127,3.325228,4.118916,2.762167,-1.342588
98,49,3.633437,2.452183,2.028892,-1.172822
49,16,2.690297,5.107436,-1.07931,2.64108
107,61,4.2625,4.244605,2.636949,-0.783703
107,61,2.586601,2.673559,1.709564,-1.190623
110,15,3.089997,1.738312,1.277277,-0.939241
110,15,2.323689,3.563329,0.731915,0.045693
6,53,3.580114,3.093414,-1.51738,2.611297
99,95,2.822117,4.54686,1.894901,-0.506318
90,25,2.436066,3.573421,1.832845,-1.003899
90,25,4.091079,4.489871,3.43804,-1.552357
57,59,2.480854,3.669731,-2.482671,3.364341
98,18,2.726724,5.903145,3.216288,-1.30601
118,24,3.223459,2.537234,2.068157,-1.345012
95,62,3.913585,2.446327,1.19667,-0.229993
25,5,4.492057,3.568212,-1.433925,3.097194
25,5,3.532941,4.241391,-0.778838,2.328425
67,49,3.448405,2.026979,-0.628344,1.231073
117,32,2.294318,2.646284,2.443247,-2.053729
117,48,3.465247,3.317868,1.369102,-0.224752
24,98,6.581634,4.062818,-1.533531,4.25473
24,98,5.363038,4.748763,-1.423931,3.930709
97,53,4.220084,2.702704,2.024099,-0.825365
95,99,3.676661,5.129763,1.253808,0.724327
95,99,4.638938,3.216654,2.368564,-0.785217
38,95,5.391997,4.299249,-1.051251,3.38461
110,45,3.775282,2.893708,2.041994,-0.945953
99,20,3.276205,3.387745,2.505727,-1.409014
89,50,3.378016,3.765244,1.497384,-0.204787
69,116,1.385437,4.902794,2.139327,-1.189802
24,98,2.57098,3.274611,-0.132059,0.891588
24,98,4.604166,3.601842,-0.47179,2.196988
53,0,3.326678,1.664814,-1.133167,1.53566
78,126,2.849088,3.585701,2.042162,-1.038114
78,126,1.471746,5.147602,2.424773,-1.338471
21,49,3.822732,2.180869,0.011908,0.808246
119,37,3.729125,0.857502,2.371249,-2.132859
103,25,2.763466,0.938886,0.359395,-0.48457
110,123,1.848417,3.056917,0.620109,-0.245887
110,123,2.652154,1.00695,0.465118,-0.606928
40,28,3.471946,2.87702,-1.592415,2.553314
40,28,2.577365,1.345495,-0.392471,0.357888
62,114,1.740994,2.438524,1.497424,-1.42021
42,40,0.532102,3.76939,-0.575772,0.703841
42,40,3.776094,0.61472,-1.174676,1.32733
88,2,6.336335,-0.243602,2.849607,-1.999874
88,2,3.004283,2.82648,2.567936,-1.813266
88,2,3.389941,3.994666,2.429609,-1.035687
27,6,4.018249,3.925468,-1.482209,3.099338
27,6,4.891316,3.129251,-1.923117,3.567884
5,59,2.696665,3.775748,-1.522176,2.536372
5,59,1.792202,3.805388,-0.135735,0.794753
52,17,2.571678,2.804455,-1.467253,2.030149
95,10,3.866035,3.176847,2.806731,-1.554949
98,110,3.476287,3.355611,2.776853,-1.611088
98,110,3.491126,3.944813,3.09459,-1.678953
66,50,1.855146,2.28079,-0.56855,0.625094
66,50,2.138038,3.984036,-1.276744,2.149539
124,50,2.288539,3.360532,1.421331,-0.741261
124,50,2.785467,4.886518,1.672984,-0.160391
124,50,3.723217,3.507821,1.846957,-0.519016
70,119,4.122483,2.433969,1.743413,-0.694412
53,58,3.055512,3.503323,-3.100742,4.14794
53,58,1.913725,4.889304,-0.811395,1.967198
123,24,2.222962,2.298966,2.49273,-2.275718
123,24,3.471751,3.024588,3.448068,-2.420542
87,5,2.316173,6.375344,2.8232,-0.886016
87,5,3.816083,3.171777,3.293271,-2.064092
87,5,4.955788,-0.062458,2.294491,-1.935237
87,5,5.014897,2.290925,1.225321,0.127756
119,24,3.6564,3.031098,2.10371,-0.999496
119,24,3.553389,3.891046,1.658251,-0.241564
119,24,4.781651,2.640492,2.950768,-1.546883
27,55,1.87981,2.298422,-0.765375,0.839228
27,55,2.496302,2.134203,-0.038755,0.297604
88,15,2.919709,4.08079,2.455103,-1.217901
88,15,4.092107,4.882029,2.719937,-0.672986
54,18,3.706273,3.496072,-2.750936,4.061409
54,18,3.163212,3.260937,-2.09844,3.091126
110,33,3.133807,6.376221,2.535916,-0.265206
110,33,3.76794,3.649281,3.061818,-1.655939
110,33,3.020822,6.134205,1.951558,0.172913
18,49,2.064687,2.813411,-0.852585,1.213744
17,29,3.663229,3.433617,-0.638624,1.908464
70,115,5.362661,2.66913,2.373426,-0.719934
70,115,4.869469,3.015038,2.529224,-0.933986
70,115,3.478448,4.080799,2.119649,-0.654028
43,93,4.695139,3.124682,-0.132079,1.696508
43,93,3.895093,2.142217,-1.203777,2.035117
100,27,2.398753,3.59998,2.115076,-1.289505
100,27,1.761149,3.280744,1.569808,-1.137205
100,27,3.692749,3.174565,2.103443,-0.924369
98,53,3.956848,2.75324,1.97616,-0.864177
98,53,4.429016,3.536027,0.276262,1.349598
98,53,4.788759,1.340958,0.356308,0.511561
111,74,2.935964,2.356156,1.544897,-1.013725
111,74,3.961842,2.688871,1.829688,-0.741686
91,57,3.401749,3.598169,2.634584,-1.398595
91,57,2.946233,3.817483,2.572572,-1.43337
91,57,3.385513,2.206481,1.723789,-1.070693
29,14,5.544771,2.930052,-2.240562,4.069586
29,14,4.30341,5.693259,-1.471636,3.933545
96,15,2.016384,3.68278,1.32589,-0.622859
96,15,2.566286,3.661977,2.718132,-1.797135
52,23,2.774666,4.294575,-0.345637,1.608445
7,88,3.488821,4.628464,-1.797543,3.487349
7,88,4.003619,1.739935,-0.303246,1.014297
7,88,3.059274,4.678183,-1.408163,2.943971
120,83,3.822252,2.716361,1.790993,-0.749435
91,24,4.672673,3.19311,3.795802,-2.206072
89,125,3.400529,4.84871,3.035204,-1.283983
89,125,2.950169,3.190811,2.319996,-1.436742
7,55,4.361983,3.618868,-0.466401,2.098979
7,55,3.172905,4.712101,-1.573249,3.167864
62,120,2.689578,2.696002,1.567689,-0.996913
62,125,2.624336,1.902761,1.762958,-1.544607
90,45,2.835774,3.139807,1.980412,-1.165952
90,45,3.427983,4.104784,3.083033,-1.628149
90,45,2.591253,3.005524,1.702599,-1.043907
90,45,2.562649,3.964535,1.817662,-0.774888
118,28,4.384522,3.098134,2.894313,-1.463845
118,28,3.751933,3.175271,1.598346,-0.395941
29,94,2.968328,3.407378,-0.911577,1.887022
29,94,3.279335,4.181423,-1.960826,3.381341
29,94,2.516386,6.272074,-1.498455,3.470322
29,94,2.111913,5.264594,-1.951514,3.341219
88,9,3.276629,4.432495,3.161823,-1.632625
88,9,2.556983,5.16734,2.148371,-0.611909
7,54,2.086172,2.179369,-1.39046,1.496954
7,54,3.407447,5.376524,-0.737722,2.703576
71,117,3.642172,3.333071,2.088918,-0.864452
92,87,3.816604,2.976017,1.567956,-0.420849
92,87,2.410544,2.857109,1.02123,-0.498286
92,21,4.756557,2.86793,4.139423,-2.649455
92,21,4.169948,2.888038,1.135707,0.118021
104,72,3.505882,1.518375,1.241951,-0.824387
123,30,2.367815,3.013152,2.35216,-1.781325
123,30,2.774821,2.274334,1.738454,-1.307127
123,30,3.56355,3.380139,3.063147,-1.851792
124,25,3.890447,3.08945,2.4039,-1.180101
124,25,4.284809,1.945408,2.948453,-2.033857
124,25,4.245746,2.138156,2.323993,-1.346721
90,10,3.98169,4.140012,3.399072,-1.702543
67,109,2.913495,2.73155,1.693578,-1.015985
67,109,3.706834,2.050628,1.028459,-0.308247
67,109,1.923422,2.492526,1.148195,-0.974926
98,17,4.198287,4.207389,2.667333,-0.855049
93,1,3.332972,3.747642,2.064757,-0.79648
93,1,3.332972,3.747642,2.064757,-0.79648
93,1,2.196063,5.399394,2.570531,-1.085062
93,1,3.955408,4.882665,3.715383,-1.722262
93,1,2.698309,5.335224,3.176052,-1.510961
62,110,4.175614,3.793249,3.190219,-1.557591
62,110,3.621549,3.816671,2.045616,-0.63131
62,110,4.227343,3.06493,2.235204,-0.882793
123,21,4.254782,3.813943,2.937904,-1.265515
123,21,4.830306,3.621758,2.885607,-1.056834
123,21,4.145313,2.808817,2.459254,-1.246653
15,41,2.685177,3.299197,-1.562445,2.375993
15,41,2.339842,3.93281,-1.258209,2.191773
15,41,3.245777,3.123185,-3.266194,4.233657
88,57,3.557885,2.935151,2.511912,-1.486426
48,77,4.348215,4.891215,-0.356963,2.508001
55,67,3.842093,5.821995,-2.179459,4.505643
55,67,5.36743,4.641865,-0.479329,2.94393
55,67,2.831195,3.461056,-1.485165,2.425861
86,2,4.658039,4.005298,3.871235,-1.95267
97,49,4.498115,3.267802,2.838839,-1.292288
97,49,2.836353,3.251552,1.503274,-0.643818
97,49,3.275009,2.882274,1.276196,-0.390545
49,61,1.468821,4.718711,-1.639551,2.540654
49,61,2.871136,3.917344,0.512019,0.634761
49,61,4.104143,1.999857,-1.174893,2.033455
66,120,3.296,2.906057,2.319554,-1.412523
66,120,1.694413,4.009294,2.416612,-1.70878
81,7,3.140656,3.778388,2.373545,-1.171546
81,7,2.813057,3.823163,2.073066,-0.986946
81,3,2.701267,5.685755,2.92618,-1.116256
81,3,2.674582,4.660792,1.983131,-0.607896
81,3,2.186146,4.314041,2.521561,-1.488326
81,3,1.629656,4.498467,1.72255,-0.840564
95,13,2.450964,5.249558,1.742954,-0.216387
95,13,2.56724,5.197974,1.778141,-0.225446
94,17,3.737046,4.064066,2.17573,-0.612247
94,17,3.01581,2.884207,1.624005,-0.842605
94,17,3.001406,5.391052,2.27681,-0.466182
94,17,3.01581,2.884207,1.624005,-0.842605
114,34,2.638157,2.217946,2.275199,-1.922123
95,121,3.353313,4.290031,2.535281,-1.034119
95,121,3.737004,3.315488,2.220971,-0.965257
95,121,3.889515,1.81772,1.685072,-0.984792
71,111,4.261046,3.289818,2.416373,-0.956109
96,25,0.929357,4.120015,2.174788,-1.734812
96,25,2.840176,3.091219,2.750935,-1.954365
96,25,2.703267,3.774004,2.940255,-1.916842
89,48,3.540997,3.626764,1.477433,-0.17491
89,48,3.084354,3.756586,3.41092,-2.239594
106,18,5.258057,3.247944,3.695827,-1.844803
63,120,2.195164,3.494081,1.768259,-1.069336
63,120,2.393805,5.041006,2.98192,-1.562401
110,48,3.107043,2.0692,2.207006,-1.722546
110,48,3.190776,4.10873,1.89275,-0.534072
68,51,2.241293,3.522104,-1.92905,2.653557
74,121,2.561891,3.042782,1.884891,-1.222034
74,121,3.88662,2.946705,1.531573,-0.367166
38,94,2.463363,3.413476,-2.747407,3.516097
38,94,3.678222,3.196188,-1.636256,2.813499
59,122,1.522344,1.626918,2.367411,-2.71302
6,54,4.308503,4.388211,-0.849671,2.776604
96,96,4.855482,2.844995,2.981935,-1.462949
96,96,3.731038,2.848308,2.552752,-1.492647
96,96,3.368753,3.0793,1.908237,-0.901741
99,123,6.575105,3.483614,3.16472,-0.679987
99,123,2.923707,5.520678,2.828966,-0.996021
29,74,2.254504,5.335676,-1.261354,2.739629
48,74,4.86963,3.567129,-1.196161,3.013185
48,74,4.608292,3.735931,-1.307817,3.086994
22,2,3.683659,2.618621,-1.216064,2.15738
22,2,3.212728,2.655509,-1.323643,2.087514
105,21,5.341263,4.032168,3.141965,-0.933699
105,21,5.254173,2.435795,3.559006,-2.045282
118,27,4.442548,2.635321,3.031694,-1.768829
118,27,3.223459,2.537234,2.068157,-1.345012
78,13,3.742225,0.591288,0.343954,-0.212439
78,13,3.212902,1.235998,-0.127952,0.308501
64,113,3.371224,3.695353,2.339699,-1.076594
25,9,4.381153,3.502166,-0.407362,1.998988
25,9,4.546094,3.935036,-1.313355,3.150002
25,9,2.426651,4.142571,-1.672784,2.729025
25,9,4.192329,5.435254,-1.70471,4.01499
93,54,3.029582,3.135039,2.430298,-1.539376
93,54,2.937847,3.620379,2.223041,-1.168432
28,58,3.250986,2.203455,-0.993718,1.587525
28,58,3.756468,3.739985,-0.111298,1.546015
18,52,3.504401,3.690273,-0.928481,2.238323
15,29,3.746495,3.503472,-0.543605,1.876154
95,106,2.151856,4.999661,3.231968,-1.928789
108,63,2.74,2.505963,0.993861,-0.481373
108,63,2.724867,5.493082,2.406982,-0.666568
108,63,2.552572,3.49714,1.83408,-0.988457
52,5,4.049439,2.416711,-0.526196,1.534047
52,5,2.287137,0.36284,-1.470831,0.911063
52,5,1.845849,2.426,-0.382585,0.495267
103,59,2.384792,4.133246,1.695216,-0.6564
103,59,4.311925,3.777091,3.002194,-1.321244
103,59,3.579846,3.594717,2.397358,-1.09154
37,65,7.518981,5.056213,-0.773333,4.288842
37,65,6.25269,4.30954,-1.154013,3.842745
37,65,4.066628,3.834127,-2.219399,3.816289
37,65,3.881714,3.905596,-2.282591,3.833335
38,15,4.510865,1.849089,-1.750804,2.711287
38,15,3.225082,3.294137,-0.765267,1.797989
12,115,3.778735,5.317516,-1.116171,3.210321
92,11,3.828633,3.906373,2.742662,-1.205764
92,11,3.485882,3.475592,3.097781,-1.878899
92,11,2.253841,5.280189,2.373015,-0.914259
116,57,3.655264,2.211582,1.770772,-1.005738
117,31,4.137844,2.158771,1.416878,-0.475194
0,88,1.017433,3.170321,-1.063761,1.144637
0,88,3.690541,3.7311,-1.832037,3.234544
127,42,5.207535,2.375778,1.571729,-0.103194
95,40,3.092377,3.405215,2.006951,-0.978952
95,40,2.854432,2.645755,1.381425,-0.764408
71,116,3.036123,1.477474,0.67703,-0.467929
28,78,2.642879,2.534849,-1.916872,2.398251
28,78,3.641288,4.43622,-1.069839,2.744055
28,78,2.642879,2.534849,-1.916872,2.398251
120,83,4.010992,2.533751,1.566506,-0.523346
120,83,2.938471,1.70052,0.171716,0.088496
47,77,1.386363,4.77349,-0.20409,1.096415
59,69,3.309938,4.364476,-0.291807,1.801653
68,126,3.497307,1.864308,2.221495,-1.661915
91,86,3.737015,3.404272,1.472468,-0.182141
91,86,3.38929,3.317588,1.660905,-0.546768
18,21,4.972347,3.868281,-0.665763,2.650339
18,21,5.488374,4.466817,-1.28317,3.723973
91,52,3.733923,1.489564,1.198459,-0.698796
91,52,4.175383,3.636484,2.822942,-1.255153
91,52,2.067171,2.821432,1.466559,-1.099505
91,52,1.375131,2.796147,0.94696,-0.873423
124,48,2.785467,4.886518,1.672984,-0.160391
124,48,4.344785,3.910817,2.206978,-0.458318
66,125,3.834216,3.439404,2.364538,-1.017338
111,55,4.54684,3.578117,2.677567,-0.982346
111,55,3.415782,2.77405,1.189011,-0.288918
111,55,3.985062,2.54888,1.400954,-0.361142
110,60,2.414732,3.124955,1.464569,-0.830262
110,60,2.672495,3.78595,1.840632,-0.826985
110,60,2.276036,2.183235,1.03227,-0.843357
42,12,2.770469,3.568264,-0.466521,1.426915
42,12,2.911703,1.988134,-0.971784,1.338103
97,68,3.76801,2.966946,2.404969,-1.280433
14,4,3.110626,4.02166,-1.362659,2.64847
14,4,2.210455,4.021734,-1.218471,2.136388
14,4,4.235435,2.786556,-0.981298,2.217423
14,4,4.227504,4.245345,-0.633936,2.468607
49,25,4.75998,4.730945,-1.326143,3.577931
49,25,4.577043,4.928187,-0.785246,3.044546
118,19,2.637143,2.90466,1.949166,-1.313759
87,10,4.321453,2.481857,3.091359,-1.939705
87,10,3.674288,2.434942,2.544231,-1.677867
87,10,2.58937,4.386029,2.436087,-1.208024
115,63,3.615408,3.482396,2.307821,-1.033887
115,63,2.244613,3.729788,1.081799,-0.266998
115,63,1.557723,4.09903,1.378222,-0.691595
61,51,3.967455,5.651449,-0.981596,3.289324
61,51,4.619465,2.646844,-2.400956,3.734772
61,51,4.979613,1.008524,-0.945006,1.751858
61,51,4.399553,1.763244,-0.847273,1.728645
125,22,3.404944,3.290372,2.561805,-1.452402
125,22,3.301226,2.854253,2.891832,-2.004447
14,25,4.347288,4.182093,-0.117566,1.975479
14,25,3.641167,3.492226,-1.275629,2.560357
92,56,1.788961,2.78274,1.903463,-1.665355
100,41,4.693152,2.651216,2.490922,-1.119102
100,41,4.709875,2.444242,2.921803,-1.627402
74,125,3.103982,4.179737,1.648608,-0.295205
74,125,3.082886,3.293311,2.452345,-1.47232
74,125,4.374259,2.835273,2.00056,-0.682651
107,73,3.209762,2.190169,1.898226,-1.323606
107,73,4.136332,4.350593,2.18314,-0.337993
107,73,3.359406,3.08697,0.987694,0.017096
107,73,3.967478,3.050752,2.133967,-0.893645
21,92,4.369955,2.417112,0.698576,0.442857
15,92,4.363968,3.173802,-1.611658,3.059697
122,31,2.666119,3.5934,2.527576,-1.595686
122,31,5.574712,2.725426,2.763145,-1.000159
108,50,3.325877,3.002852,1.717664,-0.759864
108,50,2.066176,4.873821,2.04571,-0.830638
108,50,2.577138,3.372197,-0.092916,0.895502
93,58,4.291064,2.828077,2.605476,-1.32457
93,58,4.104017,2.465937,1.632994,-0.579057
114,75,3.246426,1.967646,2.051382,-1.552457
120,53,3.87598,3.039374,3.011769,-1.812995
120,53,3.74969,0.70977,2.007494,-1.822737
123,18,4.123456,3.417301,2.860811,-1.405854
123,18,5.430577,2.490632,3.23831,-1.630463
26,74,3.011843,4.113416,-1.242462,2.525436
36,65,5.568115,3.62707,-0.044905,2.174173
44,74,3.885591,4.591253,-1.401493,3.238718
44,74,4.068651,4.335545,-1.441935,3.248271
107,38,2.20063,4.906371,1.190843,0.091453
107,38,3.158172,4.342265,2.719291,-1.276883
107,38,4.177895,2.470583,1.460561,-0.374941
110,45,4.473474,3.051354,2.338903,-0.891341
120,44,2.686756,3.690588,1.625339,-0.645983
120,44,3.684463,3.638078,1.809844,-0.444229
120,44,2.830848,4.853471,1.524552,-0.006575
120,44,1.860522,3.55552,-0.057654,0.642298
81,124,1.673449,2.91596,1.945972,-1.698779
81,124,1.961448,2.557185,1.805215,-1.588546
81,123,2.735459,3.317864,2.435161,-1.587284
70,51,2.118569,4.340198,-1.159548,2.171496
123,70,2.348075,2.679786,2.124899,-1.699765
123,70,4.060026,3.173977,2.057113,-0.728901
99,42,3.758678,4.059096,2.454486,-0.883954
99,42,4.172481,3.019757,2.688229,-1.377241
96,10,2.173089,6.087854,2.919222,-1.158794
96,10,2.827338,5.042623,2.950246,-1.353613
51,12,3.649955,3.160043,-2.10526,3.255308
51,12,4.182445,3.662698,-1.29425,2.870241
90,62,3.302098,3.923043,2.213399,-0.885541
90,62,3.764222,2.531705,2.098803,-1.156694
52,25,5.396149,4.80686,-1.079146,3.622883
52,25,4.172574,3.572847,-2.34645,3.879463
46,78,5.341809,4.596846,-2.31347,4.746906
46,78,2.449039,6.56992,0.891768,1.176169
46,78,3.589436,4.795425,-1.421759,3.222081
46,78,2.795661,4.205889,-2.16689,3.399115
93,45,2.980793,3.68383,1.212479,-0.115879
93,45,3.075586,4.199021,2.338554,-0.988958
93,45,2.792576,3.835808,2.266935,-1.183827
81,1,1.466415,7.268875,2.831562,-0.873162
81,1,0.924764,5.341945,1.517059,-0.575694
